permutation_id	feature_set	n_outer_folds	mean_balanced_accuracy	std_balanced_accuracy	mean_roc_auc_low	std_roc_auc_low	mean_mcc	std_mcc	elapsed_seconds
25	residue_ligand	25	0.5784242424242425	0.1099305510236459	0.6088484848484849	0.10433451124000263	0.1604011317563393	0.21810804151948138	33.43355059999885
25	residue_cofactor	25	0.48427272727272724	0.10942955644473508	0.47375757575757577	0.12005581678096484	-0.030407587149948654	0.21035970735088425	45.64747273300236
25	residue_residue	25	0.5195454545454545	0.11767669993928773	0.5455757575757576	0.13242915415156534	0.03767766461523278	0.22347179087554986	210.11455963400294
25	combined_all	25	0.5329999999999999	0.12056766811900074	0.5435757575757576	0.13146524794485548	0.06507217235066254	0.23333205368558332	218.69745805500133
26	residue_ligand	25	0.5976666666666667	0.10866788069651462	0.6506060606060606	0.12418389850907957	0.1879170574463281	0.20913901667512869	35.350575137003034
26	residue_cofactor	25	0.4988181818181818	0.1394630716250988	0.48024242424242425	0.14751634773715494	0.00210167859524663	0.28088729710810634	46.64152844099954
26	residue_residue	25	0.4416969696969697	0.11426352188439301	0.4261212121212121	0.13651596430211296	-0.11923094609686427	0.22662493741476977	217.85529568900165
26	combined_all	25	0.462030303030303	0.11359665131005527	0.43824242424242427	0.13806062490577287	-0.07895543756601522	0.22259669653177175	215.9035808640001
27	residue_ligand	25	0.46593939393939393	0.11417726486235256	0.4894545454545455	0.15356160893265583	-0.06701117233950353	0.2213818768906299	33.15331013300238
27	residue_cofactor	25	0.5821212121212122	0.1325845956650028	0.5578181818181818	0.15939105885172256	0.15919919256606044	0.2534647759503895	45.655875161999575
27	residue_residue	25	0.38648484848484843	0.08102598854888754	0.3772727272727273	0.10531120526366755	-0.22184746817868242	0.1500284911812816	210.8922452480001
27	combined_all	25	0.410030303030303	0.10065434827543404	0.38036363636363646	0.1120883448959986	-0.18083659329888024	0.19142086139942688	216.64372626899785
28	residue_ligand	25	0.3896363636363636	0.12247970415878455	0.34751515151515155	0.1439705442104213	-0.21124522188339218	0.23228226621102405	33.47087062299761
28	residue_cofactor	25	0.5263030303030303	0.11360174556874418	0.524	0.12217865907011005	0.05387664422069086	0.2166712131187724	44.62851743599822
28	residue_residue	25	0.4712121212121213	0.0837563871262996	0.4821212121212121	0.11582240767388481	-0.05486222870076252	0.16590347503797903	212.63182999799756
28	combined_all	25	0.4998787878787879	0.1025920193606017	0.4752121212121213	0.1374576485406775	0.007215542158894389	0.2074206962968828	212.9799454790009
29	residue_ligand	25	0.5535757575757576	0.102562375102444	0.5733333333333334	0.12068461605943369	0.10002257797313086	0.20356696300793767	32.620875094999064
29	residue_cofactor	25	0.4626060606060606	0.13110071932405623	0.471090909090909	0.12391704127790287	-0.07287045236049362	0.2521297547392517	45.919355362002534
29	residue_residue	25	0.4596363636363636	0.14177710679234184	0.45503030303030306	0.1614363662149899	-0.07687208648379092	0.27571099098429824	212.25592965100077
29	combined_all	25	0.46339393939393936	0.14733269630558385	0.45339393939393946	0.1562488322576505	-0.07007756486754087	0.2881911697494994	216.06566191299862
30	residue_ligand	25	0.4563636363636364	0.07369152442004347	0.4083636363636364	0.12159120016328168	-0.08773124329858051	0.14234920418301053	34.19361423600276
30	residue_cofactor	25	0.4375151515151515	0.11029951813422754	0.4221818181818181	0.1336156045627727	-0.11924996596305716	0.21500317312281716	44.187646825997945
30	residue_residue	25	0.5193030303030303	0.12594931834978804	0.5116363636363636	0.12556554036864	0.031750214371882135	0.2431318013642461	209.71439670300242
30	combined_all	25	0.5226363636363637	0.12467556611478545	0.5176363636363636	0.1326997111736758	0.03867718585099466	0.24068712895091138	218.4911581289998
